+1 to +30,CAI,Instability,length,meanElongation,microarray,normalizedInitRate,tAI,translationRate,Half-life,Start,Stop,Type,uAUG,Protein,pro/micro,predicted_pro/micro,predicted_Protein,,,,,
-0.4,0.797,35.75452,321,0.127074811,10.26590387,0.019383549,0.2175,0.005978999,1,0,0,0,0,0.631,0.061465606,3.098647073,22.39198973,1512,1298,,,
-3.9,0.811,27.61506,385,0.127969596,2.318556411,0.101308945,0.2217,0.00707163,0,0,0,0,0,4.52,1.949488905,6.134096662,44.19392284,1015,1127,,,
-0.5,0.845,30.98166,169,0.132699201,11.07904021,0.000417458,0.2389,0.000400674,0,0,0,0,0,185,16.69819736,21.72041134,156.963349,554,321,,,
0,0.822,39.80221,136,0.129234585,9.510428841,0.809995101,0.2322,0.007249164,0,0,0,0,0,128,13.45890939,10.9343037,77.75875754,622,856,,,
-4.7,0.789,44.88525,122,0.128746026,9.155489031,0.001231428,0.1912,0.001096123,1,0,1,0,0,0.177,0.019332665,8.62112072,62.32023131,1577,984,,,
-4.2,0.828,39.54492,118,0.136906399,13.65040008,0.006510317,0.2393,0.004133045,0,1,0,0,0,2654,194.4265358,35.66740914,257.7202353,43,56,,,
-1.2,0.775,36.69268,123,0.13708004,13.52099418,0.016935715,0.2516,0.006483339,0,0,0,0,0,1770,130.9075336,36.25176746,261.925776,81,52,,,
0,0.824,18.05534,103,0.134897776,13.81517682,0.046573174,0.2277,0.007736161,0,0,0,0,0,1951,141.2215005,29.0456435,209.8151362,71,140,,,
-3.1,0.766,43.08916,489,0.123230058,2.896127377,0.056439807,0.2013,0.006484627,0,0,2,0,0,0.066,0.022789053,-9.610247346,-69.48762763,1567,1644,,,
0,0.846,30.47915,897,0.131960385,2.600670393,0.767527808,0.2183,0.007268475,1,0,0,0,0,0.082,0.031530332,19.93057901,142.8233792,1551,386,,,
-0.4,0.828,28.50127,394,0.138156721,14.35584832,0.358090129,0.2567,0.007756569,0,1,0,0,0,9789,681.8823787,40.11249101,289.2818903,2,20,,,
-1.6,0.833,34.01974,704,0.138099682,13.90087502,0.395212941,0.2593,0.007722191,0,0,0,0,0,1648,118.553688,39.9553401,288.0879982,103,21,,,
-4.6,0.812,33.9379,124,0.140067828,13.17132635,0.361197432,0.2486,0.00806901,0,0,0,0,0,570,43.27582393,46.44816422,335.0519732,306,10,,,
-1.7,0.803,30.8325,240,0.129762674,7.882165521,0.045007301,0.2176,0.007125541,0,0,0,0,0,72.8,9.236040503,12.02765302,86.86332249,721,795,,,
-1.1,0.827,19.47074,270,0.13592843,9.741937464,0.431396749,0.2442,0.007533417,1,0,0,0,2,323,33.1556224,32.79132664,236.2712919,366,87,,,
-2.6,0.793,35.99204,289,0.128901605,5.468345565,0.03598761,0.2276,0.007034635,0,0,0,0,0,42.5,7.772003341,9.166509685,66.20588927,761,953,,,
-2.5,0.85,32.63881,134,0.132210574,9.821910452,0.231556687,0.225,0.007620181,0,0,2,0,0,79.5,8.094148322,20.29960247,146.3339269,750,371,,,
-3.4,0.821,29.94524,210,0.133543377,11.9896659,0.086041067,0.2417,0.007531601,0,0,0,0,0,669,55.79805189,24.59132771,177.5707103,242,244,,,
-0.2,0.849,37.24975,406,0.130384681,8.395616191,0.001302761,0.2197,0.001186468,0,0,0,0,2,228,27.15702991,14.05133947,101.5532258,427,673,,,
0,0.788,40.68824,187,0.126034793,2.462021055,0.7014676,0.2074,0.007084251,0,0,2,0,0,2.04,0.828587552,0.237712536,0.647300874,1169,1435,,,
-2.6,0.704,70.92364,55,0.126855132,2.28373632,0.703300821,0.2097,0.00757016,1,1,0,0,0,192,84.0727532,2.957716736,20.29633118,161,1305,,,
-4.8,0.824,26.94316,190,0.132581741,7.401227483,0.016746256,0.242,0.006259442,1,0,0,0,0,238,32.15682811,21.34518944,154.2266619,372,336,,,
-1.1,0.829,32.81358,847,0.134073793,3.23947289,0.847277442,0.2407,0.007404411,0,0,2,0,0,2.16,0.666775143,27.00242098,193.7915088,1212,185,,,
-0.3,0.828,37.86937,457,0.129619624,3.489573081,0.39181301,0.2191,0.007160572,0,1,0,0,0,7.57,2.169319806,11.85129573,85.04279091,991,803,,,
-2.3,0.798,37.94609,243,0.12648998,2.822831265,0.06532826,0.2186,0.007026157,0,0,0,0,0,2.95,1.045050066,1.200076913,8.602517222,1124,1398,,,
-5.9,0.832,36.82814,334,0.133505054,7.778569821,0.005498222,0.2316,0.003654903,0,0,0,0,0,306,39.33885111,24.39519951,176.2805792,324,249,,,
-1.1,0.819,31.61511,225,0.130539532,6.086648114,0.03032669,0.2341,0.007020354,1,0,0,0,0,545,89.54025102,14.58939572,105.3949358,151,649,,,
-3.7,0.797,37.04424,278,0.128860437,7.368112114,0.000176017,0.2177,0.000169613,1,0,0,0,0,5.94,0.806176658,8.999348765,65.05457605,1175,965,,,
-0.7,0.826,57.02547,428,0.133253982,9.42255835,0.211626877,0.2187,0.007198015,0,0,0,0,0,126,13.37216447,23.74013008,171.2229947,623,267,,,
-3.8,0.831,43.90231,173,0.131773469,11.33234297,0.016190501,0.2357,0.006355282,0,0,0,0,0,171,15.08955389,18.66626925,134.8724494,587,434,,,
0,0.816,36.72682,850,0.130654924,4.992772313,0.018371209,0.2191,0.006380144,1,1,2,0,0,4.72,0.945366563,14.96151853,108.1023425,1145,630,,,
-1.1,0.803,52.05174,259,0.12582098,2.055068187,2.022368667,0.1913,0.006862387,0,0,2,0,0,0.231,0.112405029,0.662975189,1.638859672,1456,1420,,,
-4.2,0.795,56.95263,133,0.131114109,7.039711047,0.030059379,0.2335,0.007046313,1,0,0,0,0,39.8,5.653641142,16.49319343,119.150217,824,532,,,
-5.5,0.815,21.1887,540,0.133126155,8.837922791,0.041655138,0.2352,0.007314654,1,0,0,0,0,846,95.7238505,23.17064328,167.3762493,138,281,,,
-3.2,0.806,41.3159,239,0.133695016,5.134238516,0.129001588,0.2382,0.007500106,0,0,2,0,0,377,73.42861046,25.13070253,181.3999912,192,232,,,
-3,0.824,49.81333,75,0.12788309,9.557809675,0.074591622,0.2311,0.007436339,0,0,0,0,0,68.1,7.125063411,5.824501215,41.99919893,778,1146,,,
-4.1,0.789,54.7489,227,0.119415585,6.521314256,0.011268691,0.1803,0.004781394,1,0,1,0,2,0.179,0.027448455,-22.28937999,-161.0226765,1558,1660,,,
-3.9,0.809,38.29023,256,0.126510584,2.837151327,0.005429379,0.1909,0.003679582,0,0,1,0,0,12.9,4.546814221,1.216940094,8.818717654,862,1396,,,
-2.8,0.834,34.53927,191,0.131074622,9.729170039,0.06817161,0.2323,0.007420049,0,0,0,0,0,514,52.83081681,16.39505542,118.3811319,252,540,,,
-1.3,0.81,52.75836,694,0.128072292,4.591489165,0.013372157,0.2099,0.00591454,0,0,1,0,0,7.53,1.639990802,6.398929135,46.24586209,1050,1116,,,
0,0.83,31.55797,797,0.132571289,6.409327518,0.021208981,0.2221,0.006811749,0,0,0,0,0,98.9,15.43063601,21.31438429,153.9970654,586,338,,,
-1.3,0.815,42.94406,901,0.127794767,5.010077839,0.052040809,0.2089,0.006885807,1,0,0,0,0,51.6,10.29924118,5.512460933,39.78024727,686,1159,,,
0,0.832,32.75245,408,0.130787006,3.580404192,1.348873004,0.2266,0.007206961,0,0,0,0,0,0.029,0.008099644,16.54124513,117.4197308,1612,530,,,
0,0.791,39.725,276,0.124632302,6.387555723,0.014222493,0.2089,0.005788571,1,0,0,0,0,0.503,0.078746867,-4.999743269,-36.11041637,1492,1592,,,
-1.5,0.836,25.39167,108,0.130158264,3.214946141,0.31205352,0.2312,0.007605591,0,0,0,0,0,6.61,2.056022002,13.56777377,97.56992711,1002,707,,,
-1.1,0.821,42.03293,501,0.129914051,5.056947741,0.262966908,0.2216,0.007183631,0,0,0,0,0,133,26.30044976,12.71636989,91.49590014,433,753,,,
-2.3,0.796,38.45199,477,0.128246341,8.004856956,0.064597435,0.2085,0.006931038,0,0,1,0,0,211,26.35899694,7.019660018,50.64991692,432,1081,,,
-3.5,0.814,48.99072,431,0.131463785,9.387911989,1.740674915,0.2278,0.007277292,0,0,0,0,0,156,16.6171136,19.1202509,135.4356969,556,411,,,
-6.4,0.791,32.89451,728,0.130333119,9.159046387,0.039822207,0.2217,0.00695953,0,0,2,0,0,75.3,8.221379914,13.91353698,100.496925,746,683,,,
-0.5,0.84,31.8,175,0.130864035,3.035651892,0.259070367,0.2318,0.007350185,0,2,0,0,0,12.4,4.084789838,15.86107218,114.2223833,879,574,,,
-1.6,0.805,41.23263,331,0.12892606,3.629298266,0.003023543,0.2246,0.00232425,1,0,0,0,0,22.5,6.199545574,9.219253735,66.63889442,803,948,,,
-1.4,0.747,49.78704,162,0.125355185,2.512968859,1.109903329,0.2221,0.006870619,0,0,0,0,0,1,0.397935691,-1.663784895,-13.73438906,1298,1501,,,
-1.6,0.814,31.91256,438,0.130747688,2.921261787,0.303331028,0.2269,0.007264123,1,0,0,0,0,473,161.9163343,15.51351382,111.6415602,60,594,,,
-4,0.82,27.66694,369,0.133059238,10.28866951,0.303331028,0.2362,0.007451871,1,0,2,0,0,318,30.90778644,23.17350363,166.9846713,383,280,,,
-1.5,0.83,30.1624,367,0.134542095,12.81410174,0.263597867,0.2382,0.007509789,0,0,0,0,0,2895,225.922976,28.05327448,202.3034104,29,167,,,
-0.8,0.832,49.46021,284,0.134553785,8.54081104,0.412414206,0.2453,0.007359619,0,0,0,0,0,14.1,1.650897079,28.21974901,203.2717369,1049,163,,,
-3.2,0.838,30.29044,732,0.128893616,3.052325033,0.565114406,0.2112,0.006974733,0,0,0,0,2,15.3,5.012572329,9.594211193,68.46242917,840,926,,,
-0.1,0.814,32.83435,524,0.129802448,3.086101845,0.275070712,0.2252,0.007056478,1,0,0,0,0,2.17,0.703152426,12.35693034,88.87989588,1203,779,,,
-3.8,0.796,36.69925,133,0.130722231,2.827590404,0.040037828,0.2057,0.007376971,0,0,2,0,0,52.8,18.67314301,15.20315727,109.8140388,529,620,,,
-3.6,0.812,29.398,499,0.128469854,9.292662269,0.000898683,0.2206,0.000830436,1,0,0,0,0,19.8,2.130713398,7.705659272,55.70658424,995,1042,,,
-3.9,0.83,35.09099,111,0.12468827,3.814772607,0.000959372,0.1951,0.000883121,0,0,0,0,0,3.47,0.909621715,-4.82566149,-34.83178798,1156,1589,,,
0,0.799,37.03611,144,0.131298737,13.28520583,0.432431837,0.2356,0.007391183,0,0,0,0,0,439795,33104.11639,17.45038766,125.4320087,1,482,,,
-2.9,0.817,39.49015,680,0.132017944,2.738026455,9.23E-06,0.2251,9.18E-06,0,0,2,0,0,236,86.1934696,19.46251873,140.6508111,156,398,,,
-1.3,0.816,47.86071,280,0.131302004,3.527100305,0.010194259,0.2175,0.005115311,1,0,0,0,0,16.6,4.706415629,17.09878668,123.5568988,857,497,,,
0,0.843,26.43044,450,0.132279293,9.477678246,0.027933445,0.2355,0.007254079,0,0,0,0,0,83.4,8.799623477,20.35254299,147.0372079,733,370,,,
0,0.752,49.30855,117,0.126880569,2.587784431,1.904601728,0.1873,0.007133357,0,0,0,0,0,1.41,0.544867642,4.073144836,26.46272491,1244,1242,,,
-1.3,0.812,30.77979,188,0.12691509,7.042558932,0.200743545,0.2174,0.007088614,0,0,0,0,0,217,30.81266371,2.725035464,19.40694685,387,1319,,,
0,0.859,21.43818,110,0.134036683,10.62185189,0.089302385,0.2472,0.007767826,1,0,0,0,0,1301,122.4833497,26.22883924,189.3965258,95,204,,,
-0.8,0.811,25.67789,190,0.125369084,4.683255715,0.670601259,0.1987,0.007143782,1,0,0,0,0,70.4,15.0322776,-1.994800958,-15.43389041,590,1511,,,
-3.9,0.801,43.16743,175,0.12920385,5.651355184,0.122367425,0.227,0.00722647,0,0,1,0,0,31,5.485409958,10.24222997,73.84184133,829,893,,,
-2.7,0.809,36.45662,385,0.126776586,5.376984545,0.175813665,0.2188,0.006859418,0,0,0,0,0,18.2,3.384796785,2.244663847,15.97555621,914,1349,,,
-3,0.788,60.30826,242,0.125795224,4.41881305,0.04714249,0.1961,0.006714245,0,0,2,0,0,0.511,0.115641914,-1.117807868,-8.11545505,1451,1478,,,
-3.7,0.759,40.9365,274,0.125434839,6.813281064,0.010772841,0.1966,0.005093497,0,0,1,0,0,0.012,0.001761266,-2.343265696,-16.91204069,1644,1519,,,
-2.7,0.822,36.66481,466,0.131621217,4.697070964,0.707705608,0.2342,0.007296292,0,0,2,0,0,913,194.3764544,18.75529938,134.4262761,44,427,,,
-1.1,0.838,38.93118,465,0.130267648,3.399229789,0.024216354,0.2154,0.006912486,1,0,0,0,0,6.95,2.044580811,13.68318461,98.85722409,1004,699,,,
0,0.808,49.0388,549,0.129363544,4.062882906,1.004077723,0.2227,0.007098986,1,0,0,0,0,1.72,0.423344714,11.52823726,81.74414545,1285,816,,,
-1.3,0.799,35.32809,299,0.126264576,2.328485755,0.003244706,0.2065,0.00253037,0,0,2,0,0,0.11,0.047241002,0.399846187,2.918689551,1526,1432,,,
-4.7,0.802,26.27828,686,0.129703859,2.626447807,0.678188119,0.2074,0.007083387,0,0,2,0,0,17.7,6.7391402,12.37624252,88.38435477,790,777,,,
-3.4,0.782,52.59961,255,0.125272603,3.24959435,0.107170895,0.2012,0.006670093,0,0,0,0,0,5.51,1.695596252,-2.79813847,-20.35034316,1042,1535,,,
-0.2,0.823,40.44458,498,0.128631333,6.342738533,0.146500406,0.2121,0.007066543,0,0,0,0,0,58.7,9.254677565,8.365743735,60.24628648,720,999,,,
0,0.795,19.08972,428,0.13010097,5.32872629,0.173846845,0.2288,0.007199433,1,0,0,0,0,40.6,7.61908152,13.25928398,95.55883177,770,725,,,
-0.6,0.815,43.75918,779,0.129530048,2.117266427,0.023150774,0.2151,0.006444538,1,0,0,0,0,0.529,0.249850464,11.23801893,81.19268145,1356,838,,,
-4.6,0.799,45.44704,523,0.126768608,3.107812574,0.022946713,0.2074,0.00674388,1,0,2,0,2,0.77,0.247762689,2.087013265,15.0773637,1359,1353,,,
-7.8,0.823,27.88766,535,0.132635575,12.28335865,0.05707834,0.2443,0.00737566,1,0,0,0,0,1376,112.0214788,21.55820298,155.7021368,114,326,,,
-0.6,0.818,34.39023,563,0.130556936,2.894082094,0.060028816,0.2209,0.006967651,1,0,0,0,0,2.63,0.908751001,14.67256369,105.9490283,1157,645,,,
-1.4,0.843,24.78333,402,0.130275112,2.093115468,0.012928378,0.2103,0.005638447,0,0,0,0,0,0.047,0.022454566,13.69822971,98.9837074,1569,697,,,
-10.9,0.845,40.76822,236,0.129834578,9.041684869,0.011815647,0.2114,0.00548069,0,0,0,0,0,277,30.63588303,12.23743772,88.43129836,392,785,,,
-2.5,0.818,41.81563,96,0.124620693,6.225866308,0.287731628,0.2238,0.00697938,0,0,1,0,0,0.179,0.028751019,-4.803446801,-35.12306852,1555,1588,,,
-4.8,0.81,13.42286,70,0.136009895,10.20599447,0.081812064,0.2736,0.008150433,0,0,0,0,0,319,31.25614078,32.76121888,236.6045,381,88,,,
-1.9,0.74,44.80565,283,0.124989412,3.230290499,7.85E-07,0.2113,7.95E-07,1,1,0,0,0,3.71,1.148503517,-3.828563134,-27.62628325,1105,1561,,,
-1.3,0.814,34.87954,303,0.129696416,9.692052709,0.004617367,0.2258,0.003152944,0,0,0,0,0,268,27.6515211,11.77341931,85.09012467,420,807,,,
0,0.838,40.23886,440,0.13274676,3.654349787,0.054436136,0.2284,0.007334256,0,0,0,0,0,1.25,0.342058115,21.92437871,158.351904,1317,310,,,
0,0.808,23.34636,330,0.131055566,3.728362253,0.395212941,0.2429,0.007246743,1,0,0,0,0,174,46.66928485,16.61262339,119.437831,284,524,,,
-0.5,0.792,54.62679,392,0.127409042,2.518795922,0.06833518,0.217,0.006679214,1,0,1,0,0,0.107,0.042480615,4.248235783,30.62060247,1531,1235,,,
-1.1,0.791,32.04083,676,0.125645953,2.564327977,0.686787351,0.2156,0.006694691,1,0,0,0,0,0.296,0.115429852,-1.063422097,-8.73021603,1452,1475,,,
-1.8,0.795,46.61679,417,0.127958231,8.135980097,0.033262303,0.2207,0.006904844,0,0,0,0,0,26,3.195681367,6.038027689,43.60702909,925,1136,,,
0,0.811,46.34752,282,0.128069954,3.04609048,0.071867541,0.2136,0.007112724,0,0,0,0,0,16.8,5.515266244,6.44139094,46.46049331,827,1114,,,
-0.9,0.816,31.29036,332,0.129656165,2.466766521,0.240910311,0.2429,0.007247963,1,0,2,0,0,0.158,0.064051461,11.84285775,85.21955884,1507,804,,,
0,0.817,28.52344,512,0.128901649,4.123030338,4.478431709,0.2199,0.007130162,0,0,2,0,0,680,164.9272366,12.97982223,86.75829296,56,742,,,
0,0.815,37.85032,463,0.126988844,8.978526335,0.029061803,0.2068,0.006858282,0,0,2,0,0,7.89,0.878763363,2.822077861,20.37854144,1163,1314,,,
-3.1,0.825,46.27277,202,0.127393862,5.524704751,0.126871493,0.214,0.007171097,1,0,2,0,0,123,22.26363318,4.248177037,30.52795998,479,1236,,,
-1.4,0.82,32.51193,637,0.134209251,4.632588625,0.275730713,0.2327,0.007376042,0,0,0,0,0,142,30.65240873,26.96071378,194.3905902,389,186,,,
0,0.794,31.06279,551,0.125896542,5.153369174,0.112103742,0.204,0.006985604,0,0,0,0,0,0.408,0.079171506,-0.726301942,-5.389180747,1491,1466,,,
-1.4,0.82,39.61648,273,0.131872099,8.68356561,0.081616235,0.2229,0.007148285,0,0,0,0,0,66.4,7.646628468,19.0492664,137.5365164,767,416,,,
-2.4,0.833,49.89548,155,0.132249772,9.963149272,0.349682189,0.2348,0.007554621,0,0,2,0,0,2126,213.3863442,20.53088927,147.8188698,34,363,,,
-3,0.827,25.61965,514,0.134774507,8.673134463,0.148713957,0.2536,0.007516563,1,0,0,0,0,201,23.17501255,28.72482842,207.336348,466,149,,,
-3.6,0.823,20.93776,143,0.133387866,11.22315466,0.059705534,0.2344,0.007538557,0,0,0,0,0,179,15.94916986,24.05339194,173.7256355,574,261,,,
-1.6,0.822,39.01686,344,0.127772939,2.691634149,0.146851917,0.2129,0.006960105,0,0,1,0,0,2.93,1.088558042,5.521508543,39.69625055,1116,1155,,,
-1.6,0.848,24.48869,398,0.134336539,8.438020266,0.301697455,0.2297,0.007462787,1,0,2,0,0,79.9,9.469045757,27.40480793,197.5582442,711,178,,,
-4.1,0.814,27.95774,310,0.133714692,11.05164891,0.021158214,0.2431,0.007010828,0,0,0,0,0,554,50.12826633,25.10333742,181.3721758,266,233,,,
-0.9,0.79,25.71422,232,0.131005217,4.89224202,0.117263637,0.2286,0.007043576,0,0,0,0,0,8.91,1.821250863,16.20719995,116.9465444,1026,553,,,
-2.8,0.788,38.20959,344,0.126927997,4.160095373,0.060462583,0.2061,0.006909854,1,0,2,0,0,2.04,0.490373373,2.647396542,19.06700734,1263,1323,,,
-2.1,0.804,34.80541,425,0.127383905,6.265248963,0.10469221,0.2076,0.006864928,1,0,2,0,0,6.31,1.007142739,4.196144074,30.18696519,1132,1239,,,
-6.5,0.805,40.83077,78,0.137595597,12.32685785,0.016190501,0.2382,0.006478961,0,0,0,0,0,1940,157.3799279,37.95957512,274.26579,61,35,,,
-4.7,0.774,35.47072,222,0.126097362,3.297690756,1.888216854,0.2127,0.006782177,1,1,0,0,0,0.01,0.003032425,1.463697869,7.635390717,1635,1385,,,
-2,0.802,37.54335,406,0.126914806,9.752054998,0.029219162,0.2237,0.006838047,0,0,0,0,0,82.5,8.459755407,2.576866592,18.60665222,740,1327,,,
-1.4,0.813,34.59211,152,0.131054665,7.353492577,0.002499335,0.2274,0.002103848,0,0,0,0,0,115,15.63882724,16.2725524,117.5995127,578,547,,,
-4.9,0.821,28.82412,228,0.130812957,4.619448805,0.090001354,0.2351,0.007335644,1,0,1,0,0,3.31,0.716535704,15.54669026,112.217338,1197,592,,,
-2.6,0.817,51.2561,287,0.132462135,8.92958923,0.020971717,0.2392,0.006433506,0,0,0,0,0,145,16.23814895,20.95246727,151.3826036,568,350,,,
-1.5,0.77,39.80584,274,0.128881627,3.924218804,0.219648425,0.2249,0.007051658,0,0,1,0,0,0.162,0.041282102,9.257951848,66.57721605,1535,944,,,
-1,0.831,48.96715,207,0.130901548,9.591854149,0.010379417,0.22,0.005130377,0,0,2,0,0,59.3,6.182329201,15.77191877,113.9700411,804,578,,,
-6.4,0.829,62.53077,91,0.134193394,10.93308792,0.046573174,0.2691,0.007744576,0,0,0,0,0,1274,116.5270058,26.71146992,192.9508282,108,193,,,
-4.8,0.81,39.87311,569,0.126624675,5.304312973,0.060028816,0.203,0.00693891,1,0,0,0,2,15.8,2.978708097,1.641879,11.80286785,940,1379,,,
0,0.804,25.7587,460,0.125708855,2.391640491,0.05956262,0.2232,0.00683532,1,0,0,0,0,0.001,0.000418123,-1.393355738,-10.12584373,1657,1486,,,
0,0.795,32.80294,272,0.128839669,7.812956621,4.900184807,0.2153,0.006999787,1,0,0,0,0,165,21.11876566,13.13644485,87.22545547,495,735,,,
-4.4,0.826,34.99318,396,0.125683929,2.240554898,0.017811151,0.2,0.006278895,0,0,2,0,0,0.005,0.00223159,-1.511792577,-10.91576978,1639,1494,,,
0,0.813,43.47551,588,0.126523362,2.454987869,0.102209865,0.2108,0.006791877,0,0,0,0,0,0.211,0.085947472,1.342355112,9.572368108,1485,1391,,,
-4,0.811,32.99654,463,0.128635613,2.500438236,0.06230416,0.2279,0.007158166,1,0,0,0,0,0.725,0.289949174,8.307657003,59.95925493,1338,1005,,,
-0.2,0.801,43.1748,500,0.124349178,2.072041545,0.001125441,0.1856,0.001013398,1,0,0,0,2,0.893,0.430975915,-5.94919841,-42.94955759,1280,1609,,,
-1.2,0.781,35.79697,297,0.125495176,2.312550965,2.134578988,0.2076,0.006871174,0,0,0,0,0,0.381,0.164753126,-0.320355044,-5.642436815,1406,1455,,,
0,0.833,55.94155,142,0.132095909,4.027882458,0.242214746,0.2219,0.007560281,1,0,0,0,1,54.6,13.55550977,19.92877514,143.6379241,621,387,,,
-0.9,0.845,39.29562,137,0.132508706,6.434333565,0.627676377,0.2413,0.007594748,1,0,0,0,0,96.9,15.05983472,21.627558,155.3043043,589,323,,,
-1.5,0.803,35.88364,110,0.122927703,9.344473598,0.007861899,0.2194,0.004302543,0,0,2,0,0,15.6,1.669435933,-10.65388492,-76.95133656,1047,1650,,,
-1.5,0.82,36.52052,804,0.135666121,9.190295237,0.349682189,0.2419,0.007493269,0,0,0,0,0,190,20.67398218,31.85195026,229.6130694,499,98,,,
-2.2,0.765,35.64846,357,0.126189522,3.099092832,0.011787365,0.209,0.005403194,0,0,0,0,0,0.676,0.218128348,0.158465621,1.161266803,1374,1440,,,
-0.8,0.837,42.49372,366,0.1316233,6.946746503,0.014222493,0.2251,0.005833452,1,0,0,0,0,103,14.82708487,18.16695158,131.2680001,596,451,,,
-5.2,0.793,47.20514,467,0.131116691,7.154391703,0.045077724,0.2178,0.006767709,0,1,0,0,0,16.9,2.362185452,16.51464061,119.2815121,977,531,,,
-1.4,0.862,68.16957,46,0.140422467,10.27746888,0.042183313,0.2583,0.008212068,1,0,0,0,0,528,51.37451703,47.34953777,342.0669345,260,5,,,
-5,0.786,44.27269,249,0.125702382,5.711254598,0.102209865,0.2021,0.006886911,0,0,2,0,0,0.629,0.11013342,-1.378199683,-10.08352829,1459,1485,,,
0,0.807,41.92698,278,0.125660999,2.854312835,0.060462583,0.219,0.006921902,0,0,2,0,0,0.401,0.140489156,-1.55116796,-11.26744833,1430,1496,,,
0,0.817,41.73444,241,0.133215316,3.379010131,0.200743545,0.2466,0.007519505,0,0,0,0,0,54.6,16.15857837,23.6026574,170.2469058,569,271,,,
-1.5,0.81,43.24047,257,0.132767604,9.053797206,0.222967208,0.2359,0.007424282,0,0,2,0,0,74.5,8.22859164,22.13810979,159.6305985,745,305,,,
-5.5,0.807,27.46332,319,0.129003067,2.771905414,0.013491073,0.2208,0.005859339,0,0,0,0,0,45.4,16.37862525,9.483423505,68.5310196,564,936,,,
-4.5,0.849,25.02486,346,0.134027897,8.831658321,0.043084991,0.2352,0.007495054,1,0,0,0,0,330,37.36557598,26.16005364,188.9723635,336,206,,,
-2.9,0.847,26.29803,456,0.132873842,10.06140029,0.005256286,0.2346,0.003506996,1,0,2,0,0,72.9,7.245512344,22.30328823,161.1669875,776,301,,,
-6.7,0.806,43.48081,271,0.128714304,11.54454074,0.015674336,0.204,0.006189775,0,0,0,0,0,13.7,1.186708099,8.528397747,61.6275583,1102,990,,,
-3.1,0.778,19.64603,126,0.123969448,9.365135285,0.002526474,0.1898,0.002025536,0,0,0,0,0,1.16,0.123863667,-7.206341071,-52.03456875,1443,1624,,,
-0.3,0.814,40.39428,629,0.131620304,5.337458054,0.099188761,0.2265,0.007224537,1,0,0,0,0,18.9,3.541011434,18.22995416,131.5893354,907,448,,,
-4.1,0.807,32.36122,147,0.130709208,8.890668312,0.122661032,0.2164,0.007421666,0,0,0,0,0,134,15.07198281,15.23092132,109.8844684,588,618,,,
-0.2,0.764,38.13026,152,0.128947764,2.595748403,0.064597435,0.2291,0.007329832,0,0,2,0,0,27.8,10.70982071,9.344028098,67.4433806,680,940,,,
-0.6,0.816,34.21364,330,0.131440297,5.892687381,1.835045785,0.2141,0.007351673,1,0,0,0,0,75.6,12.8294605,19.12341974,135.3099199,635,410,,,
-5.2,0.789,38.84646,622,0.126637518,2.331063708,0.014761585,0.2021,0.006015956,0,0,0,0,0,0.893,0.383086913,1.645582922,11.90094249,1301,1378,,,
-1.1,0.828,47.92711,498,0.128090687,3.530315727,0.045007301,0.2125,0.00697205,0,0,0,0,0,9.87,2.795783936,6.487040279,46.83262351,948,1109,,,
-1,0.807,44.66835,139,0.127123258,11.54128156,2.385176009,0.2207,0.007189231,1,0,2,0,0,130,11.26391375,5.289865441,34.4963849,674,1171,,,
0,0.829,33.94628,309,0.132940872,10.85857064,0.089516656,0.2307,0.007525151,0,0,0,0,0,135,12.43257556,22.59773632,163.1616191,649,297,,,
-3.7,0.797,40.68969,514,0.130207482,6.365322209,0.004592501,0.2274,0.003280003,0,0,1,0,0,12,1.885214857,13.46696305,97.3259476,1020,713,,,
-2.7,0.819,56.19933,297,0.12820798,2.876104435,0.031525121,0.205,0.007013528,0,1,2,0,0,1.19,0.413754099,6.864152162,49.57848115,1292,1089,,,
-0.8,0.845,30.29633,491,0.134023004,12.6587767,0.317292706,0.2516,0.007505642,0,0,0,0,0,1595,125.9995367,26.37920514,190.1237375,87,197,,,
-4.5,0.803,36.62366,93,0.133148319,6.844659966,0.078635615,0.2244,0.007773689,0,0,0,0,0,291,42.51489503,23.27583225,168.0779763,308,278,,,
-1.8,0.809,35.91322,673,0.130166846,4.067362663,0.040691723,0.2185,0.00705472,1,0,0,0,0,3.3,0.811336552,13.36328963,96.52004073,1172,720,,,
0,0.815,8.151376,109,0.135151355,11.05058841,0.127999736,0.2311,0.00772592,0,0,0,0,0,931,84.24890743,29.95584329,216.2630129,160,126,,,
-3.2,0.788,30.74523,367,0.125554263,4.910382589,0.004552993,0.2143,0.003124721,0,1,0,0,2,0.349,0.071073892,-1.952858514,-14.08156613,1503,1508,,,
-2.4,0.797,41.43917,411,0.127662049,2.482681114,0.0515821,0.2064,0.006988776,1,0,1,0,0,0.004,0.001611161,5.072267703,36.60059196,1647,1184,,,
-2.7,0.799,45.3987,848,0.129417213,4.766971021,4.78E-05,0.2126,4.65E-05,1,2,2,0,0,7.87,1.650943537,10.8442771,78.38430931,1048,860,,,
-1.4,0.802,43.64667,720,0.129609067,3.013823374,0.591125413,0.2256,0.006815045,0,0,0,0,0,23,7.631502297,11.98739163,85.71208158,768,797,,,
-1.9,0.795,47.85759,316,0.132135736,2.480036533,0.047933983,0.2265,0.007326593,1,0,0,0,0,78.4,31.61243754,19.89399276,143.6926926,377,388,,,
